(0.2100722,0.7075452,0.01402549);(-0.1881553,0.6948006,0.03274362);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
(0.1589249,0.7103885,-0.04668221);(-0.1900723,0.7128113,-0.05428136);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3888889;0.3888889
(0.1373471,0.6850991,-0.05576393);(-0.1687818,0.6839134,-0.04991402);(0.06567664,0.001997769,0.001249304);(-0.0574073,0.00639832,0.001735596);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
(0.3999999,0.7999999,-1.657754E-07);(-0.4,0.7999998,1.024455E-07);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
(0.3999999,0.7999999,-1.657754E-07);(-0.4,0.7999998,1.024455E-07);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
(0.3999999,0.7999999,-1.657754E-07);(-0.4,0.7999998,1.024455E-07);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
(0.3999999,0.7999999,-1.657754E-07);(-0.4,0.7999998,1.024455E-07);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
(0.3999999,0.7999999,-1.657754E-07);(-0.4,0.7999998,1.024455E-07);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
(0.3633228,1.437036,-0.02471928);(-0.4989324,1.194597,-0.01919465);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(-0.01943929,1.210671,0.1634335);(-0.2693838,0.961322,-0.05737886);0.3333333;0.3333333
(0.3999999,0.7999999,-1.657754E-07);(-0.4,0.7999998,1.024455E-07);(0.1499998,5.960464E-08,2.793968E-08);(-0.1500002,5.960464E-08,-6.146729E-08);(0.0009862788,1.235223,0.03629734);(-0.002151972,0.008240094,-0.9999637);0.3333333;0.3333333
