Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Sad,(-0.4/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.6), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.52146
Sad,(-0.3/ 1.1/ -0.8), (-0.6/ 1.1/ -0.2), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.6), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,33.14399
Sad,(-0.4/ 1.1/ -0.7), (-0.6/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.24392
Sad,(-0.4/ 1.1/ -0.7), (-0.6/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.27069
Sad,(-0.3/ 1.1/ -0.7), (-0.6/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.34511
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
Sad,(-0.3/ 1.1/ -0.7), (-0.7/ 1.1/ -0.3), (-0.1/ 0.1/ -0.5), (-0.4/ 0.1/ -0.5), (-0.3/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,32.61856
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Tiempo en resolver la situación: 64,43 segundos

Entre el comienzo de la clase y el desarrollo de la situación crítica el tono de voz se vio modificado un 44,58347 %
No se ha detectado ninguna palabra
