Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Sad,(-1.5/ 1.0/ -0.7), (-1.2/ 1.2/ -1.5), (-1.4/ 0.1/ -0.9), (-1.5/ 0.1/ -1.2), (-1.4/ 1.5/ -1.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,81.1713
Sad,(-1.6/ 1.0/ -1.2), (-1.2/ 1.0/ -0.5), (-1.4/ 0.1/ -1.0), (-1.2/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,73.72017
Sad,(-1.6/ 1.0/ -1.2), (-1.1/ 1.1/ -0.5), (-1.4/ 0.1/ -1.0), (-1.2/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,71.55986
Sad,(-1.6/ 1.0/ -1.2), (-1.1/ 1.1/ -0.5), (-1.4/ 0.1/ -1.0), (-1.2/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,71.54575
Sad,(-1.6/ 1.0/ -1.3), (-1.2/ 1.1/ -0.5), (-1.4/ 0.1/ -1.0), (-1.2/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,73.50806
Sad,(-1.4/ 1.1/ -1.3), (-1.4/ 1.1/ -0.4), (-1.4/ 0.1/ -1.0), (-1.3/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,77.88309
Sad,(-1.4/ 1.1/ -1.3), (-1.4/ 1.1/ -0.4), (-1.4/ 0.1/ -1.0), (-1.3/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,77.32032
Sad,(-1.6/ 1.0/ -1.2), (-1.2/ 1.1/ -0.5), (-1.4/ 0.1/ -1.0), (-1.3/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,74.93173
Sad,(-1.7/ 1.0/ -1.2), (-1.0/ 1.1/ -0.6), (-1.4/ 0.1/ -1.0), (-1.3/ 0.1/ -0.8), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,73.22252
Sad,(-1.7/ 1.0/ -1.1), (-1.0/ 1.1/ -0.7), (-1.4/ 0.1/ -0.9), (-1.3/ 0.1/ -0.7), (-1.4/ 1.5/ -0.9), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,72.82041
Sad,(-1.7/ 1.0/ -1.0), (-1.0/ 1.1/ -0.5), (-1.4/ 0.1/ -0.9), (-1.3/ 0.1/ -0.7), (-1.4/ 1.5/ -0.8), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,72.29967
Sad,(-1.7/ 1.0/ -0.9), (-1.1/ 1.1/ -0.4), (-1.4/ 0.1/ -0.9), (-1.3/ 0.1/ -0.7), (-1.5/ 1.5/ -0.7), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,73.6897
Sad,(-1.9/ 1.0/ -0.9), (-1.2/ 1.1/ -0.3), (-1.7/ 0.1/ -0.6), (-1.3/ 0.1/ -0.7), (-1.6/ 1.5/ -0.6), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,82.42715
Sad,(-2.0/ 1.0/ -0.9), (-1.4/ 1.1/ -0.3), (-1.7/ 0.1/ -0.6), (-1.5/ 0.2/ -0.6), (-1.7/ 1.5/ -0.6), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,89.34842
Sad,(-1.9/ 1.0/ -0.9), (-1.5/ 1.1/ -0.1), (-1.7/ 0.1/ -0.6), (-1.7/ 0.1/ -0.2), (-1.8/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,98.01863
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Sad,(-1.6/ 1.0/ -0.9), (-1.5/ 1.2/ -0.1), (-1.6/ 0.1/ -0.4), (-1.5/ 0.1/ -0.4), (-1.6/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,86.06583
Sad,(-1.6/ 1.0/ -0.9), (-1.4/ 1.1/ -0.1), (-1.6/ 0.1/ -0.4), (-1.5/ 0.1/ -0.4), (-1.6/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,85.08082
Sad,(-1.8/ 1.0/ -0.9), (-1.3/ 1.1/ -0.1), (-1.6/ 0.1/ -0.4), (-1.5/ 0.1/ -0.4), (-1.6/ 1.5/ -0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,84.80265
Sad,(-1.9/ 1.0/ -0.8), (-1.3/ 1.1/ -0.1), (-1.6/ 0.1/ -0.4), (-1.7/ 0.1/ -0.4), (-1.7/ 1.5/ -0.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.82917
Sad,(-2.0/ 1.1/ -0.6), (-1.4/ 1.0/ 0.0), (-1.7/ 0.1/ -0.3), (-1.7/ 0.1/ -0.4), (-1.8/ 1.5/ -0.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,98.72052
Sad,(-2.2/ 1.0/ -0.5), (-1.6/ 1.0/ 0.1), (-2.1/ 0.1/ 0.0), (-1.8/ 0.1/ -0.4), (-2.0/ 1.5/ -0.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,113.7069
Sad,(-2.5/ 1.0/ -0.4), (-1.8/ 1.0/ 0.1), (-2.1/ 0.1/ 0.0), (-2.3/ 0.1/ -0.1), (-2.2/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.5832
Sad,(-2.6/ 1.0/ -0.3), (-2.1/ 1.0/ 0.4), (-2.2/ 0.2/ 0.0), (-2.5/ 0.1/ 0.0), (-2.4/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,149.1009
Sad,(-2.8/ 1.0/ -0.2), (-2.4/ 0.9/ 0.5), (-2.8/ 0.1/ 0.4), (-2.5/ 0.1/ 0.0), (-2.6/ 1.4/ 0.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,169.0305
Sad,(-3.0/ 1.0/ -0.1), (-2.6/ 1.0/ 0.6), (-2.8/ 0.1/ 0.4), (-2.7/ 0.2/ 0.2), (-2.9/ 1.5/ 0.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,183.1517
Sad,(-2.6/ 1.0/ 0.0), (-2.9/ 0.9/ 0.8), (-2.8/ 0.1/ 0.4), (-2.8/ 0.1/ 0.4), (-2.8/ 1.5/ 0.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,184.8692
Sad,(-2.6/ 1.0/ 0.0), (-2.9/ 0.9/ 0.8), (-2.9/ 0.1/ 0.3), (-2.8/ 0.1/ 0.4), (-2.8/ 1.5/ 0.3), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,184.0898
Sad,(-2.7/ 1.0/ -0.2), (-2.7/ 1.0/ 0.6), (-2.9/ 0.1/ 0.3), (-2.8/ 0.1/ 0.1), (-2.8/ 1.5/ 0.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,180.5906
Sad,(-2.8/ 1.0/ -0.2), (-2.7/ 0.9/ 0.5), (-2.9/ 0.1/ 0.3), (-2.8/ 0.1/ 0.1), (-2.8/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,179.9246
Sad,(-2.8/ 1.0/ -0.3), (-2.6/ 0.9/ 0.5), (-2.8/ 0.1/ 0.3), (-2.8/ 0.1/ 0.1), (-2.8/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,180.0843
Sad,(-2.8/ 1.0/ -0.2), (-2.7/ 0.9/ 0.5), (-2.8/ 0.1/ 0.3), (-2.8/ 0.1/ 0.1), (-2.8/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,179.6397
Sad,(-2.7/ 1.0/ -0.3), (-2.7/ 0.9/ 0.5), (-2.8/ 0.1/ 0.3), (-2.9/ 0.1/ 0.1), (-2.8/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,179.7161
Sad,(-2.8/ 1.0/ -0.3), (-2.9/ 0.9/ 0.4), (-2.8/ 0.1/ 0.3), (-2.9/ 0.1/ -0.1), (-2.9/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,183.3396
Sad,(-2.9/ 1.0/ -0.4), (-2.8/ 0.9/ 0.4), (-2.8/ 0.1/ -0.1), (-2.9/ 0.1/ -0.1), (-3.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,181.3664

CAMINO 3
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------

CAMINO 3

CAMINO 3
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Tiempo en resolver la situación: 22,85 segundos

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 1
