Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Sad,(-6.2/ 1.0/ -0.3), (-6.0/ 1.1/ 0.5), (-5.9/ 0.1/ 0.1), (-6.0/ 0.1/ 0.1), (-6.0/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,411.5301
Sad,(-6.0/ 1.0/ -0.2), (-5.9/ 1.1/ 0.6), (-5.9/ 0.1/ 0.1), (-5.6/ 0.1/ 0.1), (-5.9/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,400.3445
Sad,(-5.7/ 1.1/ -0.3), (-5.9/ 1.1/ 0.6), (-5.7/ 0.1/ 0.2), (-5.6/ 0.1/ 0.1), (-5.7/ 1.5/ 0.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,388.9052
Sad,(-5.4/ 1.2/ -0.4), (-5.8/ 1.0/ 0.4), (-5.5/ 0.1/ 0.1), (-5.6/ 0.1/ 0.1), (-5.5/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,376.3304
Sad,(-5.2/ 1.1/ -0.4), (-5.7/ 1.0/ 0.3), (-5.5/ 0.1/ 0.1), (-5.6/ 0.1/ 0.1), (-5.3/ 1.4/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,368.1992
Sad,(-5.2/ 1.2/ -0.4), (-5.7/ 1.0/ 0.3), (-5.5/ 0.1/ 0.1), (-5.5/ 0.1/ 0.1), (-5.3/ 1.4/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,367.8763
Sad,(-5.0/ 1.1/ -0.3), (-5.7/ 0.9/ 0.3), (-5.5/ 0.1/ 0.1), (-5.3/ 0.1/ 0.2), (-5.3/ 1.4/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,361.5288
Sad,(-5.0/ 1.1/ 0.0), (-5.8/ 1.0/ 0.2), (-5.4/ 0.1/ 0.1), (-5.3/ 0.1/ 0.3), (-5.3/ 1.5/ 0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,359.9203
Sad,(-5.0/ 1.1/ -0.2), (-5.5/ 1.0/ 0.5), (-5.2/ 0.1/ 0.1), (-5.3/ 0.1/ 0.3), (-5.2/ 1.5/ 0.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,352.6212
Sad,(-5.2/ 1.1/ -0.4), (-5.4/ 1.1/ 0.4), (-5.2/ 0.1/ 0.1), (-4.9/ 0.1/ 0.0), (-5.2/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,348.0564
Sad,(-5.3/ 1.1/ -0.3), (-5.2/ 1.0/ 0.5), (-5.1/ 0.1/ 0.1), (-4.9/ 0.1/ 0.0), (-5.2/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,347.0187
Sad,(-5.2/ 1.1/ -0.3), (-5.2/ 1.1/ 0.5), (-5.1/ 0.1/ 0.0), (-4.9/ 0.1/ 0.0), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,343.8964
Sad,(-5.2/ 1.1/ -0.4), (-5.2/ 1.1/ 0.4), (-5.1/ 0.1/ 0.0), (-4.9/ 0.1/ 0.0), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,342.9795
Sad,(-5.3/ 1.1/ -0.3), (-5.0/ 1.1/ 0.5), (-5.1/ 0.1/ 0.0), (-4.9/ 0.1/ 0.0), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,341.4249
Sad,(-5.3/ 1.1/ -0.1), (-4.7/ 1.1/ 0.4), (-4.8/ 0.1/ 0.1), (-4.9/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,332.8658
Sad,(-5.2/ 1.1/ -0.3), (-4.8/ 1.1/ 0.5), (-4.8/ 0.1/ 0.1), (-4.9/ 0.1/ 0.0), (-4.9/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,331.0278
Sad,(-5.2/ 1.1/ -0.3), (-4.9/ 1.1/ 0.5), (-4.9/ 0.1/ 0.1), (-4.9/ 0.1/ 0.0), (-4.9/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,332.2851
Sad,(-5.0/ 1.1/ -0.4), (-5.2/ 1.1/ 0.4), (-5.0/ 0.1/ 0.1), (-4.8/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,336.4002
Sad,(-5.0/ 1.1/ -0.4), (-5.2/ 1.1/ 0.4), (-5.0/ 0.1/ 0.1), (-4.8/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,335.9348
Sad,(-5.0/ 1.1/ -0.4), (-5.2/ 1.1/ 0.4), (-5.0/ 0.1/ 0.1), (-4.8/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,336.5282
Sad,(-5.0/ 1.0/ -0.5), (-5.2/ 1.1/ 0.4), (-5.0/ 0.1/ 0.1), (-4.8/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,336.1653
Sad,(-5.0/ 1.0/ -0.5), (-5.2/ 1.1/ 0.4), (-5.0/ 0.1/ 0.1), (-4.8/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,335.9754
Sad,(-5.0/ 1.0/ -0.5), (-5.2/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-4.8/ 0.1/ 0.0), (-5.0/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,335.9233
Sad,(-5.0/ 1.0/ -0.5), (-5.2/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-4.9/ 0.1/ 0.0), (-5.0/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,337.4595
Sad,(-5.0/ 1.0/ -0.5), (-5.3/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.0/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,339.3606
Sad,(-4.9/ 1.0/ -0.4), (-5.4/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,339.6626
Sad,(-4.9/ 1.0/ -0.4), (-5.3/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,338.7978
Sad,(-4.9/ 1.1/ -0.4), (-5.3/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,338.6005
Sad,(-4.9/ 1.1/ -0.4), (-5.3/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,338.0947
Sad,(-4.9/ 1.1/ -0.4), (-5.3/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,339.2364
Sad,(-4.8/ 1.1/ -0.4), (-5.3/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,336.9168
Sad,(-4.7/ 1.2/ -0.4), (-5.4/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.0/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,336.02
Sad,(-4.7/ 1.2/ -0.4), (-5.4/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,336.7622

CAMINO 3
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.8/ 1.1/ -0.3), (-5.4/ 1.0/ 0.3), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.0), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,338.8725

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.7/ 1.3/ -0.3), (-5.4/ 1.0/ 0.2), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.1), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,337.8693

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.7/ 1.2/ -0.3), (-5.5/ 1.0/ 0.2), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.1), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,338.8543

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.7/ 1.2/ -0.1), (-5.5/ 1.0/ 0.2), (-5.1/ 0.1/ -0.1), (-5.0/ 0.1/ 0.1), (-5.1/ 1.5/ 0.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,338.3201

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.7/ 1.3/ -0.3), (-5.4/ 1.0/ 0.2), (-5.0/ 0.1/ -0.1), (-5.0/ 0.1/ 0.1), (-5.0/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,335.0422

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.7/ 1.2/ -0.4), (-5.3/ 1.0/ 0.2), (-5.0/ 0.1/ -0.1), (-5.0/ 0.1/ 0.1), (-5.0/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,332.8736

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.7/ 1.2/ -0.5), (-5.2/ 1.0/ 0.2), (-5.0/ 0.1/ -0.1), (-5.0/ 0.1/ 0.1), (-5.0/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,331.6944

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.6/ 1.2/ -0.4), (-5.3/ 1.0/ 0.2), (-5.0/ 0.1/ -0.1), (-5.0/ 0.1/ 0.1), (-4.9/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,331.4407

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.6/ 1.2/ -0.4), (-5.3/ 1.0/ 0.2), (-5.0/ 0.1/ -0.1), (-5.0/ 0.1/ 0.1), (-4.9/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,331.5093

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3

CAMINO 3
Sad,(-4.7/ 1.2/ -0.5), (-5.3/ 1.0/ 0.2), (-5.0/ 0.1/ -0.1), (-5.0/ 0.1/ 0.1), (-4.9/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,331.6242

CAMINO 3
Sad,(-4.8/ 1.2/ -0.5), (-5.2/ 1.0/ 0.2), (-5.0/ 0.1/ 0.0), (-5.0/ 0.1/ 0.1), (-4.9/ 1.5/ -0.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,334.0356
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Tiempo en resolver la situación: 76,17 segundos

Entre el comienzo de la clase y el desarrollo de la situación crítica el tono de voz se vio modificado un 0 %
No se ha detectado ninguna palabra
