Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.0/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.36306
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.37215
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.49723
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.51833
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.52393
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.57811
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.12574
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.88647
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (0.9/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.28364
Disgusted,(0.9/ 1.1/ 0.7), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.90771
Disgusted,(0.9/ 1.1/ 0.7), (0.5/ 1.2/ 1.1), (1.0/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,91.66471
Disgusted,(0.9/ 1.1/ 0.7), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.09415
Disgusted,(1.0/ 1.1/ 0.7), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.17778
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.08524
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 0.9), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.0897
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 1.0), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.44308
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 1.0), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.37411
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 1.0), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.59609
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.1), (1.0/ 0.1/ 1.0), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.52558
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.0), (1.0/ 0.1/ 1.0), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.02918
Disgusted,(1.0/ 1.1/ 0.6), (0.6/ 1.1/ 1.0), (1.0/ 0.1/ 1.0), (1.1/ 0.1/ 1.2), (1.0/ 1.5/ 1.0), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,92.24035
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Tiempo en resolver la situación: 65,12 segundos

Entre el comienzo de la clase y el desarrollo de la situación crítica el tono de voz se vio modificado un 0 %
No se ha detectado ninguna palabra
