Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.5), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,126.8322
Disgusted,(1.1/ 1.0/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.5), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,126.9325
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.5), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,126.4434
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.5), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,126.6552
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.2018
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.5548
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.8048
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.9206
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.019
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.0/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.0705
Disgusted,(1.1/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.9252
Disgusted,(1.0/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.1873
Disgusted,(1.0/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.5669
Disgusted,(1.0/ 1.1/ 1.5), (0.8/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.8935
Disgusted,(1.0/ 1.0/ 1.5), (0.9/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,129.2577
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,129.002
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.5638
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.822
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.6496
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,129.0214
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.0/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,129.6026
Disgusted,(1.0/ 1.3/ 1.4), (0.9/ 1.0/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.3051
Disgusted,(1.0/ 1.4/ 1.4), (0.9/ 1.0/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,128.0437
Disgusted,(1.0/ 1.4/ 1.4), (0.9/ 1.0/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.6544
Disgusted,(1.0/ 1.3/ 1.4), (0.9/ 1.0/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,127.662
Disgusted,(1.1/ 1.0/ 1.5), (0.9/ 1.0/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.1/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.6173
Disgusted,(1.1/ 1.0/ 1.5), (0.9/ 1.0/ 1.7), (1.1/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.9604
Disgusted,(1.1/ 1.0/ 1.5), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.1643
Disgusted,(1.1/ 1.0/ 1.5), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.5388
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.1947
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.1068
Disgusted,(1.1/ 1.0/ 1.4), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,129.8859
Disgusted,(1.1/ 1.0/ 1.4), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,129.7022
Disgusted,(1.0/ 1.1/ 1.4), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,129.8982
Disgusted,(1.1/ 1.0/ 1.5), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.2199
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.664
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.3757
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.2648
Disgusted,(1.1/ 1.2/ 1.4), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.6796
Disgusted,(1.1/ 1.4/ 1.4), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.5652
Disgusted,(1.1/ 1.4/ 1.3), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.1254
Disgusted,(1.1/ 1.4/ 1.4), (0.9/ 1.0/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,130.4918
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.2/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.5634
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.0/ 1.6), (1.3/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,132.2575
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.3), (1.3/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.9684
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.3648
Disgusted,(1.2/ 1.1/ 1.5), (1.0/ 1.1/ 1.7), (1.3/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.8256
Disgusted,(1.1/ 1.1/ 1.5), (1.0/ 1.1/ 1.7), (1.3/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.9251
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.3), (1.4/ 0.1/ 1.6), (1.2/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.6121
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.5401
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.6614
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.5073
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.6), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,132.7973
Disgusted,(1.1/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,132.4096
Disgusted,(1.0/ 1.1/ 1.5), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,132.1692
Disgusted,(1.0/ 1.1/ 1.4), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,132.0189
Disgusted,(1.0/ 1.1/ 1.4), (0.9/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,131.8566
Disgusted,(1.0/ 1.1/ 1.5), (1.0/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,133.1304
Disgusted,(1.0/ 1.1/ 1.5), (1.0/ 1.1/ 1.7), (1.3/ 0.1/ 1.4), (1.4/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.4683
Disgusted,(1.0/ 1.1/ 1.5), (1.1/ 1.1/ 1.8), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.9856
Disgusted,(1.0/ 1.2/ 1.5), (1.1/ 1.1/ 1.8), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.5751
Disgusted,(1.0/ 1.1/ 1.5), (1.1/ 1.1/ 1.8), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.3407
Disgusted,(1.1/ 1.4/ 1.4), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,134.7527
Disgusted,(1.1/ 1.4/ 1.4), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.6302
Disgusted,(1.0/ 1.4/ 1.5), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.3389
Disgusted,(1.0/ 1.1/ 1.4), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,134.9897
Disgusted,(1.0/ 1.1/ 1.4), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.1911
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Disgusted,(1.0/ 1.1/ 1.5), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.3818
Disgusted,(1.0/ 1.1/ 1.5), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.4357
Disgusted,(1.1/ 1.1/ 1.5), (1.1/ 1.0/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.8884
Disgusted,(1.1/ 1.1/ 1.5), (1.1/ 1.0/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,137.0021
Disgusted,(1.1/ 1.1/ 1.5), (1.1/ 1.0/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.6717
Disgusted,(1.1/ 1.1/ 1.5), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.484
Disgusted,(1.0/ 1.1/ 1.5), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.4389
Disgusted,(1.0/ 1.1/ 1.5), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.5814
Disgusted,(1.0/ 1.1/ 1.4), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.402
Disgusted,(1.0/ 1.1/ 1.4), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,136.1346
Disgusted,(1.0/ 1.1/ 1.4), (1.1/ 1.1/ 1.7), (1.4/ 0.1/ 1.4), (1.3/ 0.1/ 1.6), (1.3/ 1.5/ 1.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,135.7873
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Tiempo en resolver la situación: 93,66 segundos

Entre el comienzo de la clase y el desarrollo de la situación crítica el tono de voz se vio modificado un 0 %
No se ha detectado ninguna palabra
