Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Sad,(-3.5/ 1.2/ 0.9), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.5), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,226.6391
Sad,(-3.5/ 1.2/ 0.9), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.5), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,226.4897
Sad,(-3.5/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.5), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,226.2928
Sad,(-3.5/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.5), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,226.7645
Sad,(-3.5/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,226.314
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,225.7907
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,225.6381
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,225.5017
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,225.1574
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,225.1211
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,224.94
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,224.6664
Sad,(-3.4/ 1.2/ 0.8), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,224.3142
Sad,(-3.4/ 1.2/ 0.7), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,224.0155
Sad,(-3.4/ 1.2/ 0.7), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,223.8402
Sad,(-3.4/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,223.5426
Sad,(-3.3/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,223.2323
Sad,(-3.3/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,223.0293
Sad,(-3.3/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,222.9023
Sad,(-3.4/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,223.2908
Sad,(-3.3/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,222.8633
Sad,(-3.3/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,223.025
Sad,(-3.3/ 1.2/ 0.7), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,223.0165
Sad,(-3.3/ 1.2/ 0.6), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,222.6507
Sad,(-3.3/ 1.2/ 0.6), (-3.1/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,222.1817
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,221.7623
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,221.6012
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,221.6674
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,221.7718
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.3/ 0.1/ 0.5), (-3.5/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,221.7755
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.2), (-3.2/ 0.1/ 0.6), (-3.5/ 0.1/ 0.4), (-3.4/ 1.5/ 0.6), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,219.0624
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.3), (-3.2/ 0.1/ 0.6), (-3.5/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,213.2212
Sad,(-3.1/ 1.2/ 0.6), (-2.7/ 1.1/ 0.6), (-3.2/ 0.1/ 0.6), (-3.3/ 0.1/ 0.4), (-3.1/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,207.8955
Sad,(-3.1/ 1.2/ 0.7), (-2.7/ 1.1/ 0.5), (-3.2/ 0.1/ 0.6), (-3.3/ 0.1/ 0.5), (-3.1/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,208.1746
Sad,(-3.1/ 1.2/ 0.6), (-2.8/ 1.1/ 0.3), (-3.2/ 0.1/ 0.6), (-3.3/ 0.1/ 0.5), (-3.2/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,208.1838
Sad,(-3.1/ 1.2/ 0.5), (-2.9/ 1.1/ 0.2), (-3.2/ 0.1/ 0.6), (-3.3/ 0.1/ 0.4), (-3.2/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,208.1476
Sad,(-3.1/ 1.3/ 0.6), (-2.8/ 1.1/ 0.2), (-3.2/ 0.1/ 0.6), (-3.3/ 0.1/ 0.4), (-3.2/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,207.4483
Sad,(-3.1/ 1.2/ 0.6), (-2.8/ 1.1/ 0.3), (-3.2/ 0.1/ 0.6), (-3.3/ 0.1/ 0.4), (-3.2/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,206.8271
Sad,(-3.1/ 1.2/ 0.6), (-2.7/ 1.1/ 0.3), (-3.2/ 0.1/ 0.6), (-3.3/ 0.1/ 0.4), (-3.2/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,206.564
Sad,(-3.1/ 1.2/ 0.5), (-3.0/ 1.1/ 0.1), (-3.2/ 0.1/ 0.6), (-3.5/ 0.1/ 0.4), (-3.2/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,212.5101
Sad,(-3.2/ 1.2/ 0.5), (-3.1/ 1.1/ 0.0), (-3.2/ 0.1/ 0.6), (-3.5/ 0.1/ 0.4), (-3.3/ 1.5/ 0.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,214.7813
Sad,(-3.2/ 1.2/ 0.5), (-3.0/ 1.1/ 0.1), (-3.2/ 0.1/ 0.6), (-3.5/ 0.1/ 0.4), (-3.3/ 1.5/ 0.4), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,214.0367
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.4), (-3.2/ 0.1/ 0.6), (-3.5/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,213.6237
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.4), (-3.2/ 0.1/ 0.6), (-3.5/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,214.4088
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.4), (-3.2/ 0.1/ 0.6), (-3.4/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,214.0428
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.4), (-3.3/ 0.1/ 0.6), (-3.4/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,213.9548
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.4), (-3.3/ 0.1/ 0.6), (-3.4/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,213.6829
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.4), (-3.3/ 0.1/ 0.6), (-3.4/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,213.6498
Sad,(-3.2/ 1.2/ 0.6), (-2.8/ 1.1/ 0.4), (-3.3/ 0.1/ 0.6), (-3.4/ 0.1/ 0.4), (-3.3/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,214.5519
Sad,(-3.3/ 1.2/ 0.6), (-2.9/ 1.1/ 0.3), (-3.3/ 0.1/ 0.6), (-3.4/ 0.1/ 0.4), (-3.4/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,215.9852
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.2), (-3.4/ 0.1/ 0.6), (-3.4/ 0.1/ 0.4), (-3.4/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,218.8851
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.4/ 0.1/ 0.5), (-3.4/ 0.1/ 0.4), (-3.4/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,219.2769
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.4/ 0.1/ 0.5), (-3.4/ 0.1/ 0.4), (-3.4/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,219.762
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.1/ 0.3), (-3.4/ 0.1/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.2175
Sad,(-3.3/ 1.3/ 0.6), (-3.0/ 1.2/ 0.3), (-3.4/ 0.1/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.7932
Sad,(-3.3/ 1.2/ 0.6), (-3.0/ 1.2/ 0.3), (-3.4/ 0.1/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,221.2345
Sad,(-3.3/ 1.3/ 0.6), (-3.0/ 1.2/ 0.2), (-3.4/ 0.1/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.9162
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Sad,(-3.3/ 1.3/ 0.6), (-3.0/ 1.2/ 0.2), (-3.4/ 0.2/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.4467
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Sad,(-3.3/ 1.3/ 0.6), (-3.0/ 1.2/ 0.2), (-3.4/ 0.2/ 0.5), (-3.4/ 0.1/ 0.4), (-3.4/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.3628
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Sad,(-3.3/ 1.3/ 0.6), (-3.0/ 1.2/ 0.3), (-3.4/ 0.2/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.7587
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Sad,(-3.3/ 1.3/ 0.6), (-3.0/ 1.2/ 0.2), (-3.4/ 0.2/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.4361
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Sad,(-3.3/ 1.2/ 0.5), (-3.0/ 1.2/ 0.2), (-3.4/ 0.1/ 0.5), (-3.4/ 0.1/ 0.4), (-3.5/ 1.5/ 0.5), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,220.5178
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
