Emocion, Mano Izquierda, Mano Derecha, Pierna Izquierda, Pierna Derecha, Cabeza, Direccion de vista, Apertura mano Izq, Apertura mano Der,Distancia,
Sad,(-4.2/ 1.1/ -3.5), (-4.3/ 1.1/ -2.9), (-4.0/ 0.1/ -3.3), (-3.8/ 0.1/ -3.0), (-3.9/ 1.4/ -3.2), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,324.9727
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------,--------------------,-------------
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
Sad,(-4.3/ 1.0/ -4.0), (-4.7/ 1.0/ -4.4), (-4.7/ 0.1/ -4.0), (-5.0/ 0.1/ -4.2), (-4.6/ 1.4/ -4.1), (0.0/ 0.0/ 0.0), 0.3333333, 0.3333333,402.7767
